model	task	seed	metric	value	denominator
chroma1-hd	02_sign_text	1001	edit_distance	0
chroma1-hd	02_sign_text	101	edit_distance	8
chroma1-hd	02_sign_text	1234	edit_distance	2
chroma1-hd	02_sign_text	13	edit_distance	1
chroma1-hd	02_sign_text	1618	edit_distance	0
chroma1-hd	02_sign_text	2026	edit_distance	8
chroma1-hd	02_sign_text	314	edit_distance	0
chroma1-hd	02_sign_text	3141	edit_distance	1
chroma1-hd	02_sign_text	42	edit_distance	0
chroma1-hd	02_sign_text	512	edit_distance	8
chroma1-hd	02_sign_text	55	edit_distance	1
chroma1-hd	02_sign_text	7	edit_distance	8
chroma1-hd	02_sign_text	777	edit_distance	0
chroma1-hd	02_sign_text	8888	edit_distance	0
chroma1-hd	02_sign_text	99	edit_distance	1
flux.1-schnell	02_sign_text	1001	edit_distance	5
flux.1-schnell	02_sign_text	101	edit_distance	1
flux.1-schnell	02_sign_text	1234	edit_distance	6
flux.1-schnell	02_sign_text	13	edit_distance	4
flux.1-schnell	02_sign_text	1618	edit_distance	12
flux.1-schnell	02_sign_text	2026	edit_distance	2
flux.1-schnell	02_sign_text	314	edit_distance	0
flux.1-schnell	02_sign_text	3141	edit_distance	15
flux.1-schnell	02_sign_text	42	edit_distance	1
flux.1-schnell	02_sign_text	512	edit_distance	3
flux.1-schnell	02_sign_text	55	edit_distance	2
flux.1-schnell	02_sign_text	7	edit_distance	2
flux.1-schnell	02_sign_text	777	edit_distance	0
flux.1-schnell	02_sign_text	8888	edit_distance	12
flux.1-schnell	02_sign_text	99	edit_distance	6
realvisxl-v5.0	02_sign_text	1001	edit_distance	6
realvisxl-v5.0	02_sign_text	101	edit_distance	12
realvisxl-v5.0	02_sign_text	1234	edit_distance	12
realvisxl-v5.0	02_sign_text	13	edit_distance	15
realvisxl-v5.0	02_sign_text	1618	edit_distance	12
realvisxl-v5.0	02_sign_text	2026	edit_distance	8
realvisxl-v5.0	02_sign_text	314	edit_distance	5
realvisxl-v5.0	02_sign_text	3141	edit_distance	5
realvisxl-v5.0	02_sign_text	42	edit_distance	12
realvisxl-v5.0	02_sign_text	512	edit_distance	5
realvisxl-v5.0	02_sign_text	55	edit_distance	12
realvisxl-v5.0	02_sign_text	7	edit_distance	12
realvisxl-v5.0	02_sign_text	777	edit_distance	7
realvisxl-v5.0	02_sign_text	8888	edit_distance	7
realvisxl-v5.0	02_sign_text	99	edit_distance	6
sd3.5-medium	02_sign_text	1001	edit_distance	7
sd3.5-medium	02_sign_text	101	edit_distance	4
sd3.5-medium	02_sign_text	1234	edit_distance	4
sd3.5-medium	02_sign_text	13	edit_distance	13
sd3.5-medium	02_sign_text	1618	edit_distance	9
sd3.5-medium	02_sign_text	2026	edit_distance	3
sd3.5-medium	02_sign_text	314	edit_distance	7
sd3.5-medium	02_sign_text	3141	edit_distance	11
sd3.5-medium	02_sign_text	42	edit_distance	4
sd3.5-medium	02_sign_text	512	edit_distance	3
sd3.5-medium	02_sign_text	55	edit_distance	3
sd3.5-medium	02_sign_text	7	edit_distance	6
sd3.5-medium	02_sign_text	777	edit_distance	8
sd3.5-medium	02_sign_text	8888	edit_distance	7
sd3.5-medium	02_sign_text	99	edit_distance	3
sdxl-1.0-base	02_sign_text	1001	edit_distance	14
sdxl-1.0-base	02_sign_text	101	edit_distance	7
sdxl-1.0-base	02_sign_text	1234	edit_distance	17
sdxl-1.0-base	02_sign_text	13	edit_distance	8
sdxl-1.0-base	02_sign_text	1618	edit_distance	6
sdxl-1.0-base	02_sign_text	2026	edit_distance	6
sdxl-1.0-base	02_sign_text	314	edit_distance	17
sdxl-1.0-base	02_sign_text	3141	edit_distance	13
sdxl-1.0-base	02_sign_text	42	edit_distance	6
sdxl-1.0-base	02_sign_text	512	edit_distance	5
sdxl-1.0-base	02_sign_text	55	edit_distance	6
sdxl-1.0-base	02_sign_text	7	edit_distance	6
sdxl-1.0-base	02_sign_text	777	edit_distance	7
sdxl-1.0-base	02_sign_text	8888	edit_distance	13
sdxl-1.0-base	02_sign_text	99	edit_distance	16
chroma1-hd	05_schematic	42	real_words	0	0
chroma1-hd	05_schematic	101	real_words	1	1
chroma1-hd	05_schematic	777	real_words	0	0
chroma1-hd	05_schematic	1234	real_words	0	0
chroma1-hd	05_schematic	2026	real_words	0	0
flux.1-schnell	05_schematic	42	real_words	3	6
flux.1-schnell	05_schematic	101	real_words	2	5
flux.1-schnell	05_schematic	777	real_words	2	3
flux.1-schnell	05_schematic	1234	real_words	0	0
flux.1-schnell	05_schematic	2026	real_words	0	0
sd3.5-medium	05_schematic	42	real_words	9	37
sd3.5-medium	05_schematic	101	real_words	2	7
sd3.5-medium	05_schematic	777	real_words	6	49
sd3.5-medium	05_schematic	1234	real_words	8	53
sd3.5-medium	05_schematic	2026	real_words	3	34
sdxl-1.0-base	05_schematic	42	real_words	3	12
sdxl-1.0-base	05_schematic	101	real_words	2	2
sdxl-1.0-base	05_schematic	777	real_words	0	0
sdxl-1.0-base	05_schematic	1234	real_words	0	0
sdxl-1.0-base	05_schematic	2026	real_words	1	3
realvisxl-v5.0	05_schematic	42	real_words	1	11
realvisxl-v5.0	05_schematic	101	real_words	1	12
realvisxl-v5.0	05_schematic	777	real_words	1	3
realvisxl-v5.0	05_schematic	1234	real_words	2	11
realvisxl-v5.0	05_schematic	2026	real_words	2	7
